date,open,high,low,close,volume
11/10/2011,36.6445,36.7071,36.0491,36.2645,553800
11/11/2011,36.6954,36.9931,36.6954,36.9382,591000
11/14/2011,36.1352,36.2214,35.8728,36.1548,546400
11/15/2011,36.4212,36.9265,36.3898,36.8325,519200
11/16/2011,36.4878,36.8168,36.3546,36.3977,567000
11/17/2011,36.288,36.5348,35.767,36.0334,843200
11/18/2011,35.8532,36.0373,35.6652,35.9276,826600
11/21/2011,35.0776,35.2382,34.823,35.2225,845400
11/22/2011,35.1129,35.3048,34.9836,35.1011,663600
11/23/2011,34.4783,34.5692,34.1336,34.3138,743000
11/25/2011,34.1414,34.6272,34.1414,34.1571,435800
11/28/2011,34.7564,34.9797,34.6898,34.9366,394000
11/29/2011,35.0463,35.5633,34.9797,35.4419,753000
11/30/2011,36.147,36.5387,36.0765,36.4878,716800
12/1/2011,36.6719,36.9892,36.2645,36.2645,449200
12/2/2011,36.4486,36.57,35.955,35.955,355000
12/5/2011,36.2371,36.241,35.865,35.9825,582800
12/6/2011,36.0921,36.4251,36.0138,36.3193,290200
12/7/2011,36.3507,37.1419,36.1822,36.8677,862800
12/8/2011,37.1106,37.2869,36.7659,36.8325,623800
12/9/2011,36.8325,36.9892,36.6327,36.903,329600
12/12/2011,36.997,37.0495,36.5387,36.6366,255400
12/13/2011,36.8599,37.1845,36.4368,36.4368,388000
12/14/2011,36.9931,37.1576,36.3859,36.6366,449800
12/15/2011,36.4525,36.6875,36.3859,36.5034,460000
12/16/2011,36.4329,36.4721,35.814,36.0451,740200
12/19/2011,36.0843,36.4404,35.9355,35.9355,371400
12/20/2011,36.0765,36.5074,36.053,36.4604,204800
12/21/2011,36.2175,36.5387,36.1117,36.3977,453000
12/22/2011,36.4682,36.6758,36.2684,36.5191,280000
12/23/2011,36.7581,37.0166,36.6131,36.8521,176400
12/27/2011,36.9696,37.1341,36.9147,37.0675,269200
12/28/2011,37.424,37.4318,37.0636,37.1341,184000
12/29/2011,37.0322,37.2085,36.7698,37.0949,186200
12/30/2011,37.0479,37.2516,37.0166,37.1654,218200
1/3/2012,37.2829,37.8548,37.2751,37.565,765600
1/4/2012,37.4475,37.5767,37.1733,37.3691,895400
1/5/2012,36.8952,36.95,36.6405,36.95,469200
1/6/2012,37.0401,37.0401,36.5074,36.6366,423000
1/9/2012,36.5465,36.6327,36.3977,36.5387,264800
1/10/2012,36.7659,36.9539,36.6445,36.715,522600
1/11/2012,35.8767,35.9981,35.6456,35.7122,750600
1/12/2012,35.9864,36.0961,35.7827,35.9903,472600
1/13/2012,35.4419,35.7905,35.2539,35.7866,1106000
1/17/2012,35.9002,35.9159,35.6613,35.6613,584000
1/18/2012,35.6887,35.9566,35.6338,35.6965,488000
1/19/2012,35.1677,35.2891,34.9601,35.1912,1080600
1/20/2012,35.6573,35.7748,35.5673,35.7239,439000
1/23/2012,35.7866,36.0373,35.72,35.9041,355200
1/24/2012,36.1274,36.2018,35.9785,36.0373,399000
1/25/2012,35.861,36.2645,35.7435,36.2371,405800
1/26/2012,36.5622,36.6366,36.2684,36.5074,551400
1/27/2012,36.5074,36.6523,36.2018,36.2645,454400
1/30/2012,36.1587,36.3977,36.0882,36.3898,460000
1/31/2012,36.3585,36.4055,35.9668,36.1196,481000
2/1/2012,36.9852,37.2477,36.9265,36.9578,563000
2/2/2012,37.0009,37.0793,36.8795,36.8834,281200
2/3/2012,37.4905,37.6786,37.3652,37.6316,742400
2/6/2012,37.8392,37.9802,37.7373,37.8979,518800
2/7/2012,38.4659,38.5991,38.2622,38.3719,531000
2/8/2012,38.4581,38.5873,38.133,38.1956,352800
2/9/2012,38.4346,38.6069,38.2505,38.5168,370000
2/10/2012,38.6657,38.6931,38.3053,38.5247,446600
2/13/2012,38.6578,38.7754,38.4855,38.7401,1031600
2/14/2012,38.6931,38.8459,38.5442,38.8184,255400
2/15/2012,38.5952,38.7793,38.5012,38.5756,561600
2/16/2012,38.7636,39.1436,38.6304,39.0731,278000
2/17/2012,38.6108,38.932,38.5207,38.8341,406400
2/21/2012,38.7205,38.7986,38.462,38.6422,733600
2/22/2012,38.2622,38.6931,38.1995,38.6618,493200
2/23/2012,38.1565,38.8028,38.0899,38.6696,550200
2/24/2012,38.8537,39.2062,38.8326,39.1279,1322400
2/27/2012,39.077,39.3708,39.0261,39.2337,327800
2/28/2012,39.4334,39.6841,39.3277,39.5392,560800
2/29/2012,39.9427,40.1033,39.5392,39.6724,331400
3/1/2012,40.1033,40.3775,40.0288,40.2991,414000
3/2/2012,40.0367,40.0798,39.7821,39.9074,272000
3/5/2012,40.1855,40.1855,39.833,39.9897,339800
3/6/2012,39.5901,39.6959,39.2141,39.3355,451600
3/7/2012,39.496,39.7618,39.3671,39.7175,354000
3/8/2012,40.0437,40.4665,40.0396,40.2611,327600
3/9/2012,40.4585,40.5028,40.2853,40.3256,207600
3/12/2012,40.2571,40.7313,40.1955,40.4826,549400
3/13/2012,40.9176,41.2478,40.8008,41.0102,607000
3/14/2012,41.0465,41.0988,40.7041,40.8733,320000
3/15/2012,40.982,41.0223,40.7927,40.9377,482000
3/16/2012,41.3525,41.4291,41.0787,41.1592,282400
3/19/2012,41.2921,41.4935,41.2277,41.2277,243000
3/20/2012,40.9055,41.0102,40.7364,40.8491,383800
3/21/2012,40.9981,41.3606,40.978,41.1472,245200
3/22/2012,40.8411,41.0465,40.7766,40.974,132000
3/23/2012,40.4706,40.9418,40.3296,40.8572,423600
3/26/2012,41.3646,41.5902,41.3566,41.5056,372200
3/27/2012,41.3807,41.3807,41.119,41.2035,333400
3/28/2012,41.0344,41.0545,40.5269,40.6437,252600
3/29/2012,40.8209,40.9742,40.7565,40.8733,289000
3/30/2012,40.8652,40.9458,40.6236,40.7646,512000
4/2/2012,41.2438,41.9808,41.127,41.8962,440600
4/3/2012,41.8237,41.9727,41.5338,41.5741,361200
4/4/2012,41.119,41.1633,40.6035,40.8411,555200
4/5/2012,40.4947,40.7444,40.3739,40.7323,387200
4/9/2012,40.7605,40.8491,40.539,40.7041,196000
4/10/2012,40.6437,40.6558,39.8222,39.9833,328200
4/11/2012,40.0759,40.3095,40.0316,40.2209,323200
4/12/2012,40.2773,40.825,40.2048,40.684,213200
4/13/2012,40.2048,40.3699,39.9712,40.1725,295000
4/16/2012,40.2611,40.4102,40.0719,40.3014,180000
4/17/2012,40.4424,40.7404,40.3377,40.5833,206200
4/18/2012,41.0626,41.425,40.9377,41.3042,308600
4/19/2012,41.719,41.86,41.4411,41.6465,376800
4/20/2012,42.0291,42.1862,41.856,41.9889,290000
4/23/2012,41.8076,41.8076,41.4653,41.7714,294400
4/24/2012,41.1995,41.2559,40.8934,41.0908,1485800
4/25/2012,40.7283,41.3042,40.6397,41.1592,1685000
4/26/2012,41.0183,41.6264,40.9659,41.6264,402000
4/27/2012,41.5016,41.9486,41.4009,41.6747,451200
4/30/2012,41.3082,41.4814,41.0344,41.4492,608000
5/1/2012,41.6868,41.8975,41.6506,41.7432,216000
5/2/2012,41.6224,41.86,41.5539,41.7875,254200
5/3/2012,42.154,42.2305,42.0009,42.0775,422600
5/4/2012,41.7835,41.8439,41.4009,41.5418,294000
5/7/2012,40.974,41.8036,40.974,41.6264,450800
5/8/2012,40.974,41.0304,40.4263,40.7807,553800
5/9/2012,40.1081,40.6397,39.9148,40.4383,396000
5/10/2012,40.2491,40.4375,40.1649,40.3578,290000
5/11/2012,39.9349,40.7122,39.8866,40.4786,480000
5/14/2012,40.1645,40.4424,39.9671,40.1645,221000
5/15/2012,40.0034,40.3699,39.9518,40.1202,338000
5/16/2012,39.4919,39.6329,39.3026,39.3751,678200
5/17/2012,39.0368,39.2342,38.8556,38.9321,552800
5/18/2012,38.5213,38.6985,38.324,38.5374,2542000
5/21/2012,38.7106,38.9039,38.4327,38.8516,733200
5/22/2012,38.4529,38.912,38.3925,38.7147,705800
5/23/2012,38.0824,38.2314,37.7763,38.2314,852000
5/24/2012,38.3159,38.6663,38.2112,38.5173,346200
5/25/2012,38.2515,38.5777,38.2435,38.4448,302400
5/29/2012,38.4126,38.4327,38.2193,38.4005,472400
5/30/2012,37.6313,37.7803,37.5508,37.5508,732000
5/31/2012,38.0622,38.175,37.6756,37.8891,464800
6/1/2012,37.881,38.0582,37.4058,37.4823,442800
6/4/2012,37.8689,37.9777,37.5749,37.7561,514600
6/5/2012,37.9132,38.1951,37.732,38.0381,446200
6/6/2012,37.9575,38.465,37.9575,38.4166,450400
6/7/2012,39.0409,39.0449,38.614,38.6542,470200
6/8/2012,38.6261,38.9442,38.5052,38.8717,402800
6/11/2012,38.9966,39.0328,38.7227,38.7871,297200
6/12/2012,39.3308,39.7899,39.061,39.7295,563800
6/13/2012,39.7255,39.9712,39.4396,39.6893,701200
6/14/2012,39.4355,39.5483,39.2744,39.4597,739600
6/15/2012,39.057,39.4637,39.0127,39.4396,769000
6/18/2012,39.4315,39.7738,39.359,39.6087,235400
6/19/2012,40.1766,40.6115,40.1242,40.4464,670000
6/20/2012,40.5874,40.9257,40.4424,40.539,589600
6/21/2012,40.833,40.9095,40.1121,40.1121,392600
6/22/2012,40.3659,40.39,40.1121,40.3135,222000
6/25/2012,40.2048,40.2168,39.8101,39.8463,342800
6/26/2012,39.9188,40.3377,39.8939,40.1564,258400
6/27/2012,40.2853,40.5994,40.2249,40.4021,241400
6/28/2012,40.0638,40.2934,39.7094,40.2934,204000
6/29/2012,41.3606,41.5861,40.9297,41.127,391000
7/2/2012,41.3405,41.9526,41.2478,41.9204,276000
7/3/2012,41.9486,42.3473,41.9123,42.3433,263400
7/5/2012,41.9768,42.0452,41.8237,41.9325,155400
7/6/2012,41.7794,42.0372,41.7754,42.0251,232800
7/9/2012,42.0654,42.1298,41.7754,42.0372,261800
7/10/2012,42.5003,42.5527,42.0775,42.2587,246600
7/11/2012,42.0895,42.1137,41.86,41.9687,320200
7/12/2012,41.6022,41.7996,41.4573,41.7231,451000
7/13/2012,41.9083,42.5285,41.9083,42.4198,248600
7/16/2012,42.4842,42.6131,42.2949,42.4319,232600
7/17/2012,42.2909,42.5366,42.1137,42.5205,646800
7/18/2012,42.5809,43.0078,42.4802,42.8265,745800
7/19/2012,43.0924,43.3895,43.0319,43.1769,476800
7/20/2012,42.6896,42.6936,42.3473,42.4278,264200
7/23/2012,41.4452,41.5902,41.2156,41.5459,351000
7/24/2012,41.3888,41.4814,40.8532,41.2438,421200
7/25/2012,41.123,41.2478,40.8242,40.8814,438400
7/26/2012,42.3392,42.4359,42.0694,42.2104,396600
7/27/2012,42.4278,42.7782,42.2667,42.5285,351600
7/30/2012,42.7822,43.0158,42.7581,42.9514,222200
7/31/2012,43.193,43.2414,42.6614,42.6936,1812600
8/1/2012,43.044,43.4427,42.9917,43.0803,561600
8/2/2012,43.1648,43.5716,42.9917,43.5515,1976000
8/3/2012,43.6119,44.1918,43.5837,44.0106,1671600
8/6/2012,43.781,43.9381,43.7045,43.8616,280600
8/7/2012,43.926,44.0146,43.5354,43.7045,811800
8/8/2012,43.4347,43.624,43.334,43.4951,446400
8/9/2012,43.6038,43.6924,43.4709,43.624,556000
8/10/2012,43.3461,43.9703,43.2454,43.8857,330600
8/13/2012,43.5031,43.6803,43.3541,43.6763,320400
8/14/2012,43.5917,43.7649,43.4145,43.6159,572800
8/15/2012,43.1981,43.402,43.1818,43.2552,281200
8/16/2012,42.9493,43.2715,42.8963,43.1206,366800
8/17/2012,42.5049,42.8148,42.4519,42.8148,554600
8/20/2012,42.8148,42.8148,42.566,42.6394,220800
8/21/2012,43.1818,43.247,42.7659,42.8189,470800
8/22/2012,42.5538,42.6191,42.089,42.248,351600
8/23/2012,42.7699,43.0227,42.6191,42.6191,678200
8/24/2012,42.3581,42.7088,42.2847,42.3948,399200
8/27/2012,42.6313,42.6313,42.354,42.3581,243000
8/28/2012,42.4478,42.8189,42.4029,42.7699,359600
8/29/2012,42.566,42.668,42.4763,42.4763,282600
8/30/2012,42.9738,43.2022,42.7128,42.7128,242000
8/31/2012,43.2674,43.3245,42.6476,42.7088,337600
9/4/2012,42.4967,42.6109,42.195,42.4804,248000
9/5/2012,41.8484,41.8606,41.5589,41.6608,384400
9/6/2012,41.8851,42.2725,41.8117,42.0727,471800
9/7/2012,41.3101,41.5222,41.2694,41.355,598400
9/10/2012,40.8168,40.9554,40.6432,40.7393,1288600
9/11/2012,41.4855,41.7709,41.3265,41.514,804200
9/12/2012,41.2653,41.2653,40.8983,41.0125,538800
9/13/2012,41.2082,42.1461,41.1797,41.9422,913800
9/14/2012,41.8769,42.0523,41.6486,41.7016,628400
9/17/2012,41.7016,41.9381,41.5548,41.6364,990400
9/18/2012,42.6272,43.1206,42.566,42.7373,1202400
9/19/2012,42.8229,43.0105,42.7577,42.774,697000
9/20/2012,42.6965,42.8148,42.5294,42.774,331000
9/21/2012,42.4927,42.8229,42.4478,42.7332,953800
9/24/2012,42.354,42.5579,42.1338,42.4519,829600
9/25/2012,42.4233,42.5824,42.0894,42.1746,538200
9/26/2012,42.3785,42.4356,42.1526,42.3173,490800
9/27/2012,42.407,42.6068,42.2562,42.4478,149200
9/28/2012,42.2276,42.2765,41.669,41.8525,325200
10/1/2012,42.354,42.6843,42.089,42.1624,684800
10/2/2012,42.6761,42.8514,42.4967,42.7088,1342800
10/3/2012,42.7577,42.9881,42.6721,42.8759,523000
10/4/2012,43.4387,43.5773,43.2837,43.5447,344000
10/5/2012,43.773,43.9606,43.3367,43.3938,235400
10/8/2012,42.6802,43.0508,42.6109,42.9045,204400
10/9/2012,42.0156,42.0686,41.7412,41.9177,408000
10/10/2012,42.0686,42.0686,41.6241,41.7424,326600
10/11/2012,41.828,42.0686,41.828,41.9218,315000
10/12/2012,42.2317,42.46,41.9993,42.0645,127600
10/15/2012,42.4804,42.5294,42.1664,42.5049,327800
10/16/2012,42.4845,42.6843,42.4437,42.6313,208200
10/17/2012,42.5375,42.7332,42.4478,42.5171,266200
10/18/2012,42.1909,42.3214,41.8402,41.9055,282200
10/19/2012,41.9503,41.9707,41.4366,41.5548,228200
10/22/2012,42.0971,42.1991,41.8158,41.9626,201600
10/23/2012,41.3509,41.355,41.0043,41.2327,259000
10/24/2012,41.143,41.2938,41.0492,41.249,292600
10/25/2012,41.5344,41.6894,41.3265,41.408,230000
10/26/2012,41.2245,41.2531,40.9472,41.0777,511400
10/31/2012,40.776,40.8249,40.2867,40.515,824400
11/1/2012,40.3968,40.4865,40.2948,40.3397,924000
11/2/2012,40.5232,40.655,40.1521,40.2337,230000
11/5/2012,40.8086,40.8249,40.5762,40.7271,262400
11/6/2012,41.1267,41.2408,40.9146,41.1552,725200
11/7/2012,41.3101,41.3305,40.8086,40.882,426400
11/8/2012,41.5303,41.7138,41.1389,41.1552,354600
11/9/2012,41.5507,41.6404,41.3468,41.4733,436200
11/12/2012,41.7872,41.7954,41.4569,41.5711,274600
11/13/2012,41.4855,41.6934,41.3376,41.5507,210200
11/14/2012,41.4447,41.5263,40.674,40.7801,252400
11/15/2012,40.5966,40.7923,40.4131,40.5803,271600
11/16/2012,40.7189,40.8208,40.4212,40.8168,252800
11/19/2012,41.0206,41.6853,41.0166,41.6771,201200
11/20/2012,41.4202,41.6853,41.3101,41.6853,184000
11/21/2012,41.8321,41.8321,41.4977,41.7301,213800
11/23/2012,42.1868,42.2847,42.0849,42.2765,115400
11/26/2012,42.3418,42.5579,42.3051,42.5294,200800
11/27/2012,42.8148,42.9493,42.6517,42.7455,344000
11/28/2012,42.827,42.9086,42.4437,42.8474,232000
11/29/2012,42.8474,43.035,42.7128,42.8963,166600
11/30/2012,42.6639,42.9901,42.6354,42.9901,325400
12/3/2012,42.9901,43.2674,42.9249,43.0798,419600
12/4/2012,43.5895,43.7159,43.4794,43.6099,450400
12/5/2012,43.0472,43.1736,42.7964,42.9534,281400
12/6/2012,42.929,42.9493,42.354,42.6639,347800
12/7/2012,42.7169,42.8515,42.5824,42.8189,229000
12/10/2012,42.8963,43.1084,42.7373,42.7414,300200
12/11/2012,42.8311,42.8515,42.4233,42.4927,278600
12/12/2012,42.6639,42.933,42.6068,42.6394,224400
12/13/2012,42.6231,42.7332,42.4437,42.4886,176200
12/14/2012,42.9575,42.9901,42.6721,42.7699,236400
12/17/2012,42.2195,42.3744,42.1012,42.2684,328600
12/18/2012,42.509,42.5416,41.9507,42.1379,444800
12/19/2012,41.5385,41.5915,41.0043,41.0329,505600
12/20/2012,41.3672,41.4488,41.2082,41.3999,335000
12/21/2012,41.3468,41.4773,41.1022,41.2735,649000
12/24/2012,40.8086,41.1267,40.568,41.0247,180200
12/26/2012,40.6373,41.1756,40.6373,40.8861,199400
12/27/2012,41.2245,41.3305,40.8535,41.1756,299800
12/28/2012,40.9921,41.1002,40.8004,40.8004,212200
12/31/2012,41.1837,41.4692,41.0655,41.2857,426400
1/2/2013,41.2938,41.3917,40.935,41.3346,998800
1/3/2013,41.2612,41.2979,41.0288,41.1226,351400
1/4/2013,41.5344,41.7342,41.3835,41.6486,330000
1/7/2013,42.093,42.1094,41.7546,41.9055,1012400
1/8/2013,41.7383,41.8443,41.6245,41.7791,594800
1/9/2013,41.7424,41.8198,41.4651,41.567,407800
1/10/2013,41.6894,41.9911,41.5956,41.9666,426600
1/11/2013,41.5426,41.6078,41.3061,41.5548,754600
1/14/2013,41.2938,41.3917,41.1552,41.3754,264400
1/15/2013,41.4162,41.5997,41.3876,41.4977,660800
1/16/2013,41.514,41.616,41.3061,41.3061,332000
1/17/2013,41.2653,41.4121,41.0166,41.3265,323600
1/18/2013,41.4162,41.4162,41.0614,41.2735,432000
1/22/2013,41.6037,41.8374,41.5346,41.7301,419800
1/23/2013,41.4325,41.5426,41.2653,41.4202,454400
1/24/2013,41.6812,42.0303,41.6812,41.9096,321600
1/25/2013,41.8851,42.1134,41.7424,42.1134,377200
1/28/2013,41.8932,41.9218,41.7057,41.8729,520000
1/29/2013,42.1746,42.5049,42.1134,42.4193,296400
1/30/2013,42.0563,42.3255,41.9626,42.195,294800
1/31/2013,42.3295,42.6721,42.248,42.3662,415800
2/1/2013,42.8474,42.9697,42.5375,42.6558,689400
2/4/2013,42.3499,42.3662,42.093,42.2031,463400
2/5/2013,42.3662,42.3662,41.9422,42.089,237000
2/6/2013,42.089,42.089,41.7832,41.9911,245200
2/7/2013,41.7628,41.828,41.51,41.7138,539800
2/8/2013,41.9259,42.4927,41.9259,42.3581,797400
2/11/2013,42.4641,42.4763,41.9952,42.1501,619400
2/12/2013,42.2847,42.4193,42.2358,42.2929,191400
2/13/2013,42.4437,42.6598,42.3744,42.5294,338800
2/14/2013,42.5049,42.5253,42.2768,42.3662,435400
2/15/2013,42.3907,42.5375,42.2235,42.4233,207200
2/19/2013,42.4396,42.7577,42.4233,42.7414,424400
2/20/2013,43.2225,43.455,43.1532,43.194,442200
2/21/2013,42.7536,43.0146,42.5171,42.9942,380000
2/22/2013,43.1369,43.2144,42.8474,43.2144,273400
2/25/2013,42.4152,42.509,41.983,42.1134,564200
2/26/2013,42.5212,42.7659,42.2358,42.2888,477000
2/27/2013,42.2439,42.6354,42.0727,42.5538,591600
2/28/2013,42.354,42.8229,42.2847,42.5212,788000
3/1/2013,42.8433,43.1084,42.4927,42.9412,281200
3/4/2013,43.7241,44.0258,43.6434,43.9076,682000
3/5/2013,44.1237,44.246,43.8627,43.9524,282000
3/6/2013,43.5039,43.5202,43.1736,43.3938,554400
3/7/2013,43.2511,43.333,43.1485,43.3204,346800
3/8/2013,43.6099,43.6099,43.3326,43.5365,295400
3/11/2013,43.8831,44.193,43.8586,44.1563,393400
3/12/2013,43.875,44.0585,43.7567,43.8994,333000
3/13/2013,43.8709,43.9002,43.674,43.8039,433600
3/14/2013,43.7704,44.0049,43.4647,43.8667,1019200
3/15/2013,44.143,44.3733,43.942,44.2896,1468400
3/18/2013,44.1933,44.2142,43.896,43.963,399200
3/19/2013,44.2645,44.499,44.1807,44.3315,458200
3/20/2013,44.8423,44.947,44.4403,44.5408,525800
3/21/2013,44.0174,44.4194,44.0007,44.2435,254000
3/22/2013,44.4696,44.8633,44.4581,44.5366,424200
3/25/2013,44.7418,44.7711,44.5073,44.679,266600
3/26/2013,44.4864,44.6246,44.344,44.6246,435600
3/27/2013,44.2687,44.5995,44.1933,44.5199,236200
3/28/2013,44.9554,45.2569,44.8214,44.8256,276800
4/1/2013,44.7921,44.9805,44.7837,44.8926,287000
4/2/2013,45.5709,45.6421,45.3448,45.3992,432800
4/3/2013,45.5039,45.6002,45.0768,45.1941,266000
4/4/2013,44.9847,45.4536,44.9471,45.3616,412800
4/5/2013,44.9135,45.2778,44.8214,45.2359,316200
4/8/2013,45.5165,45.529,45.3071,45.4914,256400
4/9/2013,45.4118,45.5709,45.1731,45.4997,401400
4/10/2013,45.6421,46.0776,45.5249,45.864,269000
4/11/2013,46.3791,46.534,46.2744,46.3623,213200
4/12/2013,46.3916,46.5298,46.1655,46.467,159800
4/15/2013,46.0985,46.2239,45.818,45.864,242000
4/16/2013,45.7887,45.7887,45.3322,45.7593,353000
4/17/2013,45.5249,45.5249,45.1899,45.3992,277400
4/18/2013,44.7711,44.8214,44.4278,44.633,361400
4/19/2013,44.8172,45.1815,44.813,45.1103,231400
4/22/2013,44.8298,45.0182,44.6292,44.9596,220800
4/23/2013,45.4537,45.6379,45.2066,45.4914,597000
4/24/2013,45.2778,45.5081,45.2778,45.4704,328200
4/25/2013,46.9486,46.9821,46.2618,46.333,565000
4/26/2013,46.5214,46.7392,46.5214,46.6178,215600
4/29/2013,46.6722,46.9025,46.5968,46.8313,257800
4/30/2013,46.5214,46.6219,46.3079,46.4879,342000
5/1/2013,47.0072,47.2333,46.8187,46.9067,295200
5/2/2013,47.0532,47.3422,46.9904,47.3129,299000
5/3/2013,47.3966,47.5683,47.2752,47.472,173000
5/6/2013,47.6311,47.7232,47.1966,47.3673,177200
5/7/2013,47.3422,47.405,47.0114,47.2835,286800
5/8/2013,47.652,48.121,47.652,48.0205,413600
5/9/2013,48.0038,48.0666,47.5553,47.6772,190800
5/10/2013,48.0373,48.0917,47.7568,47.987,621400
5/13/2013,48.1838,48.2257,47.9328,48.1001,313400
5/14/2013,47.8656,47.9828,47.7651,47.8488,493600
5/15/2013,47.8195,48.0959,47.8028,48.0456,232800
5/16/2013,47.9493,48.2424,47.8028,47.9116,266400
5/17/2013,47.7483,48.0331,47.7148,48.0038,288600
5/20/2013,47.92,48.2215,47.807,48.1043,211800
5/21/2013,47.5599,47.8656,47.518,47.8237,271600
5/22/2013,47.3003,47.7232,47.0281,47.0281,570400
5/23/2013,46.9486,47.25,46.6219,47.2459,196400
5/24/2013,46.735,47.2375,46.7099,47.2375,205000
5/28/2013,48.0959,48.1294,47.6227,47.7232,357600
5/29/2013,46.8187,46.9569,46.2786,46.8732,1320600
5/30/2013,46.2367,46.8559,46.1571,46.7224,350000
5/31/2013,46.4335,46.4712,45.952,45.9645,408000
6/3/2013,46.266,46.6219,45.9185,46.4921,394400
6/4/2013,46.6889,46.7811,46.4503,46.5549,285000
6/5/2013,46.2283,46.2283,45.885,45.885,176000
6/6/2013,45.8347,46.0232,45.5709,46.0232,222600
6/7/2013,45.4369,46.1165,45.4118,46.1111,353800
6/10/2013,46.0692,46.0901,45.864,46.0232,209000
6/11/2013,45.4453,45.9938,45.4285,45.8933,266000
6/12/2013,46.4419,46.4754,45.9017,45.9645,213800
6/13/2013,45.5877,46.1425,45.5877,46.0818,158800
6/14/2013,45.2946,45.818,45.2946,45.663,535400
6/17/2013,45.9813,46.2702,45.6505,45.8682,294200
6/18/2013,45.5207,45.8766,45.5207,45.7719,309600
6/19/2013,45.8515,46.0441,45.0182,45.0391,357000
6/20/2013,43.8667,43.9714,43.2553,43.3474,749200
6/21/2013,43.9839,44.009,43.1046,43.4437,760400
6/24/2013,42.5309,43.1632,41.8735,42.8575,734200
6/25/2013,43.1548,43.226,42.8366,43.226,565000
6/26/2013,43.7243,43.9295,43.5442,43.8415,329000
6/27/2013,44.1053,44.3063,43.8415,44.0216,366000
6/28/2013,43.7327,43.7787,42.9203,43.1046,658200
7/1/2013,43.8918,44.1012,43.7493,43.9714,484200
7/2/2013,43.8667,43.9881,43.4228,43.6908,367000
7/3/2013,43.1674,43.5945,43.0124,43.5819,198000
7/5/2013,44.0216,44.2184,43.4982,43.8415,257200
7/8/2013,44.5241,44.6748,44.2771,44.5241,221400
7/9/2013,44.5199,44.545,44.21,44.4906,521600
7/10/2013,43.674,43.9462,43.6615,43.9253,1073400
7/11/2013,44.3273,44.7628,44.1598,44.6916,504000
7/12/2013,44.2435,44.3985,44.0383,44.2226,547600
7/15/2013,44.4906,44.6036,44.3817,44.5995,197400
7/16/2013,44.5199,44.5911,44.2812,44.4948,213400
7/17/2013,44.9679,44.9889,44.679,44.746,326800
7/18/2013,44.5995,44.9219,44.5701,44.8842,465600
7/19/2013,44.499,44.6363,44.2812,44.5743,244200
7/22/2013,44.7753,45.1438,44.7502,44.8298,336600
7/23/2013,44.8214,44.8214,44.4068,44.566,293400
7/24/2013,44.679,44.679,44.2226,44.3985,304600
7/25/2013,43.8248,44.4822,43.8039,44.4822,492000
7/26/2013,44.2896,44.4822,44.0425,44.4822,308000
7/29/2013,44.432,44.5073,44.2603,44.4445,253000
7/30/2013,44.612,44.612,44.2226,44.3733,249200
7/31/2013,44.7544,45.215,44.4194,44.5953,609200
8/1/2013,45.4034,45.6086,45.2108,45.462,1078000
8/2/2013,45.1647,45.596,45.0957,45.5123,438400
8/5/2013,45.4453,45.4704,45.1899,45.3448,180600
8/6/2013,45.2736,45.4746,45.0391,45.3825,211600
8/7/2013,44.7376,45.0014,44.7125,44.8758,266000
8/8/2013,45.1061,45.215,44.7879,45.1564,294600
8/9/2013,44.8214,45.2652,44.8172,45.0601,158600
8/12/2013,44.7795,44.9512,44.6581,44.9093,287800
8/13/2013,45.0056,45.0894,44.5911,45.0768,376600
8/14/2013,45.3825,45.581,44.8968,45.0266,397800
8/15/2013,44.5366,44.7837,44.4361,44.6958,236200
8/16/2013,44.6958,44.746,44.4361,44.5785,289800
8/19/2013,44.5911,44.8256,44.4571,44.4948,492600
8/20/2013,44.5115,44.8591,44.4278,44.7502,359800
8/21/2013,44.5733,44.5861,44.1279,44.1364,209000
8/22/2013,44.0855,44.2594,43.954,44.1321,178600
8/23/2013,44.0261,44.4673,43.954,44.4673,350800
8/26/2013,44.3188,44.3782,44.1279,44.1873,130000
8/27/2013,43.4067,43.6358,43.2413,43.3346,496000
8/28/2013,42.8595,42.9825,42.775,42.9273,290600
8/29/2013,42.9867,43.237,42.9019,43.2073,210200
8/30/2013,43.271,43.271,42.7789,43.0885,215000
9/3/2013,43.3855,43.5,42.9867,43.2625,206400
9/4/2013,43.2497,43.5043,43.0376,43.4322,252800
9/5/2013,43.4237,43.4788,43.1182,43.1522,422400
9/6/2013,43.5085,43.8224,43.1649,43.6443,289800
9/9/2013,44.34,44.4291,44.1283,44.3442,552600
9/10/2013,44.5606,44.5988,44.34,44.4248,2146200
9/11/2013,44.6624,44.7685,44.48,44.7176,4746200
9/12/2013,44.5945,44.6794,44.3994,44.3994,2222000
9/13/2013,44.5097,44.7685,44.3739,44.7388,2106200
9/16/2013,45.409,45.5024,45.2181,45.2945,311200
9/17/2013,45.286,45.4988,45.1503,45.3709,248000
9/18/2013,45.0357,45.9096,44.8915,45.8333,381400
9/19/2013,46.3381,46.3381,45.8842,46.0539,498400
9/20/2013,45.706,45.723,45.549,45.6339,282200
9/23/2013,45.9775,45.986,45.4727,45.6254,370200
9/24/2013,45.18,45.3157,45.0315,45.1333,172400
9/25/2013,45.1333,45.2054,44.9339,44.9636,236600
9/26/2013,45.2309,45.3666,45.04,45.3666,184800
9/27/2013,44.9594,45.2224,44.8406,45.2012,122000
